# Time-averaged data for fix fixflux1
# TimeStep v_ptemp f_fix10 f_fix11 v_Jz1 v_Jzk1 v_Jzp1 v_Jzb1 v_Jza1 v_Jzd1 v_Jzi1 v_Jzks1
247080000 304.163 -2119.29 1592.89 -1.09874e-10 -1.34673e-10 -5.65862e-11 -4.39331e-11 -7.68516e-11 -6.6239e-11 -6.71024e-11 -6.71024e-11
247090000 306.121 -2086.68 1580.46 1.04903e-10 1.68276e-10 1.14907e-10 1.51657e-11 5.01758e-11 8.33952e-11 8.17542e-11 8.17542e-11
247100000 305.689 -2098.4 1596.73 1.364e-10 1.32256e-10 6.23838e-11 3.50706e-11 1.18161e-10 6.7226e-11 6.96744e-11 6.96744e-11
247110000 306.539 -2046.11 1588.27 7.05211e-10 7.50879e-10 4.41462e-10 1.37671e-10 4.07211e-10 3.43067e-10 3.4377e-10 3.4377e-10
247120000 306.018 -2072.69 1598.74 2.81792e-10 3.69017e-10 1.81957e-10 5.70919e-11 1.89374e-10 1.7401e-10 1.72415e-10 1.72415e-10
247130000 305.981 -2061.44 1575.03 6.02502e-10 6.63738e-10 3.87434e-10 1.25828e-10 3.47956e-10 3.08273e-10 3.07682e-10 3.07682e-10
247140000 305.838 -2095.02 1602.13 1.30066e-10 8.97101e-11 -8.27222e-12 6.47086e-11 9.80447e-11 4.67874e-11 4.02281e-11 4.02281e-11
247150000 306.227 -2105.23 1562.29 2.19535e-11 -3.03908e-11 -7.45243e-11 5.40762e-11 2.48794e-11 -1.35103e-11 -1.53558e-11 -1.53558e-11
247160000 313.18 -2109.3 1595.7 2.85439e-11 5.18897e-11 -3.33297e-11 4.10122e-11 1.54184e-11 1.75322e-11 1.59947e-11 1.59947e-11
247170000 315.215 -2128.52 1593.28 2.67226e-10 3.1588e-10 1.7292e-10 5.64458e-11 1.58644e-10 1.45567e-10 1.45558e-10 1.45558e-10
247180000 313.251 -2075.64 1597.81 4.67889e-10 4.91493e-10 3.37642e-10 9.3879e-11 2.5e-10 2.35596e-10 2.3518e-10 2.3518e-10
247190000 307.232 -2076.51 1603.93 4.22844e-10 4.85893e-10 2.53631e-10 1.13811e-10 2.25715e-10 2.21714e-10 2.1948e-10 2.1948e-10
247200000 305.667 -2091.32 1584.94 -1.23156e-10 -1.40254e-10 -1.5545e-10 2.24149e-11 -6.02744e-11 -6.60731e-11 -6.91202e-11 -6.91202e-11
247210000 306.043 -2119.27 1574.18 -4.16437e-11 -1.99323e-11 -1.1974e-11 -2.8146e-11 -1.47099e-11 -1.27196e-11 -1.14595e-11 -1.14595e-11
247220000 308.735 -2106.63 1620.59 2.29799e-10 2.24048e-10 2.08256e-10 1.99505e-11 8.80211e-11 1.06247e-10 1.04181e-10 1.04181e-10
247230000 308.995 -2084.66 1581.92 1.20428e-10 1.41282e-10 7.26527e-11 3.12704e-12 1.14184e-10 6.99874e-11 7.02013e-11 7.02013e-11
247240000 314.117 -2107.95 1570.8 1.27256e-10 9.51194e-11 9.42867e-11 1.42227e-11 1.04913e-10 5.17751e-11 5.82652e-11 5.82652e-11
247250000 316.004 -2106.92 1595.14 -6.18341e-10 -6.67758e-10 -3.85916e-10 -1.4834e-10 -3.51828e-10 -3.11959e-10 -3.11865e-10 -3.11865e-10
247260000 317.405 -2103.03 1598.57 -7.74907e-10 -8.22159e-10 -4.9895e-10 -1.73318e-10 -4.11078e-10 -3.79425e-10 -3.77506e-10 -3.77506e-10
247270000 322.966 -2140.48 1562.7 -1.13684e-09 -1.30309e-09 -7.03735e-10 -2.50074e-10 -6.81971e-10 -6.01381e-10 -6.00852e-10 -6.00852e-10
247280000 322.549 -2130.7 1606.61 -8.06774e-10 -9.3756e-10 -4.92021e-10 -1.65341e-10 -4.7246e-10 -4.22991e-10 -4.209e-10 -4.209e-10
247290000 320.902 -2133.61 1588.42 -1.49286e-10 -1.87095e-10 -1.32658e-10 -8.18501e-12 -8.17313e-11 -8.2949e-11 -8.58332e-11 -8.58332e-11
247300000 324.35 -2138.48 1572.16 -2.49799e-11 -2.03447e-11 -2.78863e-11 -3.6814e-11 2.7246e-11 -1.66216e-11 -1.23602e-11 -1.23602e-11
247310000 326.282 -2149.31 1585.33 -1.72766e-11 2.28533e-11 -4.00243e-13 -2.39843e-11 3.68625e-11 1.2538e-11 1.62865e-11 1.62865e-11
247320000 325.22 -2134.84 1576.56 -2.82229e-10 -2.89929e-10 -1.79265e-10 -5.19987e-11 -1.60919e-10 -1.35794e-10 -1.33919e-10 -1.33919e-10
247330000 325.501 -2125.65 1615.22 -3.97966e-10 -4.20533e-10 -2.65159e-10 -1.04549e-10 -2.03436e-10 -1.97343e-10 -1.98263e-10 -1.98263e-10
247340000 323.768 -2101.24 1567.51 -3.24672e-10 -4.10197e-10 -2.34119e-10 -6.09515e-11 -1.75166e-10 -1.7967e-10 -1.83858e-10 -1.83858e-10
247350000 322.25 -2126.93 1576.84 -2.31298e-11 -3.03796e-11 -4.25263e-14 -2.14859e-12 -2.89179e-11 -1.12119e-11 -1.23926e-11 -1.23926e-11
247360000 324.718 -2146.31 1582.38 6.66404e-11 1.44107e-10 8.41703e-11 -6.65718e-12 3.94687e-11 6.29872e-11 6.4359e-11 6.4359e-11
247370000 327.817 -2130.98 1557.75 7.33782e-10 7.67148e-10 4.7729e-10 1.68862e-10 4.21664e-10 3.66066e-10 3.66812e-10 3.66812e-10
247380000 326.685 -2140.76 1579.08 6.96465e-10 7.65186e-10 4.83113e-10 1.18738e-10 3.87789e-10 3.50336e-10 3.52174e-10 3.52174e-10
247390000 323.967 -2151.31 1598.86 3.18195e-10 3.45862e-10 1.90729e-10 1.01306e-10 1.75508e-10 1.68869e-10 1.6602e-10 1.6602e-10
247400000 327.918 -2145.64 1576.41 3.48906e-10 3.94295e-10 2.03495e-10 9.65318e-11 1.98763e-10 1.87022e-10 1.828e-10 1.828e-10
247410000 326.621 -2109.73 1582.74 5.66344e-10 6.93239e-10 3.92497e-10 1.44527e-10 2.83125e-10 3.18234e-10 3.1632e-10 3.1632e-10
247420000 330.817 -2119.24 1565.26 4.55744e-10 5.19972e-10 2.88166e-10 8.98e-11 2.90154e-10 2.40043e-10 2.43098e-10 2.43098e-10
247430000 329.466 -2128.85 1607.66 3.46806e-10 3.74931e-10 1.71518e-10 7.49981e-11 2.45257e-10 1.72756e-10 1.73164e-10 1.73164e-10
247440000 332.766 -2140.71 1603.58 4.61083e-10 5.30607e-10 3.22996e-10 7.48961e-11 2.68619e-10 2.45395e-10 2.45358e-10 2.45358e-10
247450000 332.35 -2106.5 1597.66 1.14407e-10 6.86618e-11 4.84578e-11 4.55074e-12 1.00728e-10 2.52581e-11 3.33123e-11 3.33123e-11
247460000 332.391 -2132.64 1557.6 -2.74193e-10 -3.20971e-10 -1.9613e-10 -5.38064e-11 -1.52779e-10 -1.53537e-10 -1.50758e-10 -1.50758e-10
247470000 334.052 -2124.11 1560.43 -2.88011e-10 -3.08832e-10 -1.86253e-10 -6.75318e-11 -1.62343e-10 -1.44422e-10 -1.45343e-10 -1.45343e-10
247480000 334.154 -2127.19 1596.18 -1.26519e-10 -1.23921e-10 -5.6567e-12 -5.15105e-11 -8.88564e-11 -5.11871e-11 -4.86531e-11 -4.86531e-11
247490000 332.668 -2125.23 1599.29 1.57013e-10 2.09877e-10 1.3446e-10 1.90826e-11 9.01268e-11 9.57421e-11 9.8069e-11 9.8069e-11
247500000 331.51 -2132.19 1602.47 1.94457e-10 1.59622e-10 1.10255e-10 1.68161e-11 1.13695e-10 6.00287e-11 6.64899e-11 6.64899e-11
247510000 326.178 -2128.91 1601.8 -6.75819e-10 -7.36474e-10 -4.28448e-10 -1.36404e-10 -4.09051e-10 -3.4099e-10 -3.43887e-10 -3.43887e-10
247520000 327.131 -2105.93 1578.91 -6.89357e-10 -7.6292e-10 -3.60262e-10 -1.56354e-10 -4.51955e-10 -3.50355e-10 -3.48122e-10 -3.48122e-10
247530000 329.332 -2153.05 1605.35 -2.42324e-10 -2.63642e-10 -2.60362e-10 -2.67127e-11 -8.33393e-11 -1.28653e-10 -1.30096e-10 -1.30096e-10
247540000 329.654 -2142.64 1596.86 -2.63359e-11 -6.73538e-11 4.68019e-11 -2.20394e-11 -6.02447e-11 -2.37207e-11 -2.50552e-11 -2.50552e-11
247550000 329.259 -2141.85 1598.32 8.21313e-11 1.04245e-10 3.06571e-11 2.75965e-11 6.85885e-11 5.18164e-11 5.01931e-11 5.01931e-11
247560000 327.884 -2166.14 1598.42 4.39382e-10 4.41757e-10 1.54538e-10 1.37948e-10 3.10337e-10 2.05213e-10 2.02603e-10 2.02603e-10
247570000 326.029 -2149.05 1580.56 2.0454e-10 2.34931e-10 1.07366e-10 5.02672e-11 1.57424e-10 1.14493e-10 1.14985e-10 1.14985e-10
247580000 325.644 -2141.89 1579.89 7.49577e-11 6.8897e-11 1.88111e-11 1.34176e-11 7.46404e-11 3.66757e-11 3.4371e-11 3.4371e-11
247590000 326.859 -2135.21 1576.32 2.47578e-10 2.93806e-10 1.5838e-10 8.76158e-11 1.09271e-10 1.36923e-10 1.34604e-10 1.34604e-10
247600000 327.728 -2136.73 1584.22 5.25735e-11 1.15394e-10 8.88984e-11 -2.0079e-11 3.61821e-11 5.49434e-11 5.56914e-11 5.56914e-11
247610000 328.817 -2149.31 1615.99 -2.00873e-10 -2.42923e-10 -9.2125e-11 -5.7088e-11 -1.35633e-10 -1.09823e-10 -1.0918e-10 -1.0918e-10
247620000 331.246 -2139.94 1601.36 -2.87149e-10 -3.20666e-10 -1.74669e-10 -6.73123e-11 -1.52629e-10 -1.47035e-10 -1.43791e-10 -1.43791e-10
247630000 331.244 -2144.73 1592.07 -1.18461e-10 -1.80975e-10 -9.61008e-11 -2.90331e-11 -7.19131e-11 -8.04897e-11 -8.50126e-11 -8.50126e-11
247640000 327.366 -2127.78 1606.99 -5.92501e-11 -2.35528e-11 3.1615e-11 -4.96704e-11 -4.79417e-11 -1.12578e-11 -1.03894e-11 -1.03894e-11
247650000 329.639 -2151.94 1630.57 6.19008e-11 3.58532e-11 -4.54143e-11 3.92932e-11 5.49862e-11 1.03221e-11 8.28494e-12 8.28494e-12
247660000 329.096 -2133.22 1614.23 1.06769e-10 1.02747e-10 8.89236e-11 1.71357e-11 3.24047e-11 4.39927e-11 4.46088e-11 4.46088e-11
247670000 328.817 -2153.93 1598.36 -2.48233e-10 -3.17088e-10 -1.72383e-10 -1.80776e-11 -1.8184e-10 -1.49524e-10 -1.4767e-10 -1.4767e-10
247680000 328.518 -2169.99 1586.33 -6.57384e-10 -7.18945e-10 -3.982e-10 -1.63687e-10 -3.74881e-10 -3.37686e-10 -3.34004e-10 -3.34004e-10
247690000 329.486 -2151.48 1583.78 -2.36975e-10 -3.021e-10 -1.42008e-10 -5.66099e-11 -1.54329e-10 -1.41124e-10 -1.39799e-10 -1.39799e-10
247700000 329.319 -2148.52 1581.38 -8.26285e-11 -8.7397e-11 -6.5789e-11 -8.84684e-12 -3.46096e-11 -4.72614e-11 -4.03189e-11 -4.03189e-11
247710000 327.868 -2123.72 1579.55 3.29872e-10 3.35322e-10 2.04771e-10 7.92693e-11 1.77476e-10 1.54634e-10 1.554e-10 1.554e-10
247720000 325.635 -2163.31 1623.98 4.55072e-10 5.04625e-10 2.87841e-10 1.00923e-10 2.55568e-10 2.33461e-10 2.31836e-10 2.31836e-10
247730000 324.388 -2180.96 1606.23 3.44594e-10 3.64443e-10 1.96182e-10 1.04209e-10 1.77601e-10 1.643e-10 1.65535e-10 1.65535e-10
247740000 328.242 -2164.89 1597.72 -1.29455e-10 -6.19914e-11 -4.06408e-11 -4.46941e-11 -5.46788e-11 -2.58368e-11 -2.45967e-11 -2.45967e-11
247750000 327.511 -2167.63 1588.49 -1.74058e-10 -1.72522e-10 -5.7086e-11 -5.87559e-11 -1.19996e-10 -7.54334e-11 -7.7434e-11 -7.7434e-11
247760000 325.266 -2120.07 1612.46 8.81791e-11 1.21414e-11 -1.14567e-11 3.37759e-11 5.10575e-11 3.9077e-12 3.11679e-13 3.11679e-13
247770000 318.672 -2116.27 1613.72 1.95047e-10 1.63847e-10 1.49703e-10 1.54951e-11 1.10943e-10 8.10629e-11 8.1501e-11 8.1501e-11
247780000 320.101 -2157.35 1590.93 5.39147e-10 6.18856e-10 3.67392e-10 1.01541e-10 3.26786e-10 2.91092e-10 2.9163e-10 2.9163e-10
247790000 321.183 -2157.84 1579.46 4.83835e-10 5.97666e-10 3.38739e-10 9.51783e-11 2.85541e-10 2.79029e-10 2.7808e-10 2.7808e-10
247800000 320.481 -2130.28 1600.25 1.42602e-10 1.96519e-10 1.28065e-10 -7.13457e-12 9.88798e-11 8.33308e-11 8.92646e-11 8.92646e-11
247810000 321.726 -2153.08 1603.09 -4.2352e-10 -4.44302e-10 -2.23412e-10 -1.34106e-10 -2.36833e-10 -2.06932e-10 -2.05517e-10 -2.05517e-10
247820000 323.406 -2145.9 1608.83 -4.91793e-10 -5.6541e-10 -3.14613e-10 -9.26515e-11 -2.95977e-10 -2.5543e-10 -2.58072e-10 -2.58072e-10
247830000 318.443 -2148.31 1619.39 -2.76075e-10 -3.53488e-10 -1.73928e-10 -7.64793e-11 -1.68828e-10 -1.66984e-10 -1.65908e-10 -1.65908e-10
247840000 322.66 -2170.6 1617.4 -2.41399e-11 -3.14934e-11 2.60394e-11 -1.5933e-11 -2.62114e-11 -5.54699e-12 -7.25138e-12 -7.25138e-12
247850000 319.89 -2150.61 1619.54 -4.09066e-11 -2.33763e-11 -2.25664e-11 -5.60526e-11 3.99842e-11 -1.34189e-11 -8.63083e-12 -8.63083e-12
247860000 317.446 -2103.54 1595.47 -3.89643e-10 -4.21925e-10 -2.31989e-10 -8.50775e-11 -2.08296e-10 -1.86894e-10 -1.86135e-10 -1.86135e-10
247870000 315.151 -2150.34 1613.1 -1.55751e-10 -1.95436e-10 -1.42174e-10 -2.36008e-11 -8.49404e-11 -9.87235e-11 -9.7281e-11 -9.7281e-11
247880000 313.851 -2107.2 1607.24 6.51872e-11 8.48778e-11 3.71917e-11 -4.2483e-13 6.95519e-11 4.31355e-11 4.22862e-11 4.22862e-11
247890000 313.616 -2142.79 1606.96 3.56947e-10 4.07543e-10 2.38058e-10 5.89749e-11 2.26014e-10 1.87268e-10 1.90228e-10 1.90228e-10
247900000 311.398 -2090.27 1627.2 2.2936e-10 2.36286e-10 1.2371e-10 3.79324e-11 1.64254e-10 1.07021e-10 1.09961e-10 1.09961e-10
247910000 311.001 -2136.87 1628.91 5.32242e-10 6.63354e-10 4.27151e-10 7.01492e-11 3.00183e-10 3.13797e-10 3.10598e-10 3.10598e-10
247920000 310.79 -2139 1586.24 4.57171e-10 4.7045e-10 2.55144e-10 1.0281e-10 2.9634e-10 2.17785e-10 2.21339e-10 2.21339e-10
247930000 310.576 -2139.77 1598.5 -2.3136e-10 -2.06493e-10 -1.35987e-10 -8.08673e-11 -9.45452e-11 -9.92108e-11 -9.64357e-11 -9.64357e-11
247940000 310.749 -2114.14 1607.33 -5.37362e-11 -7.60385e-12 -1.79614e-11 -3.27534e-11 -1.56638e-11 -1.07757e-11 -7.75548e-12 -7.75548e-12
247950000 312.966 -2126.66 1624.6 5.56313e-10 5.95899e-10 3.03389e-10 1.56081e-10 3.03716e-10 2.74998e-10 2.69442e-10 2.69442e-10
247960000 315.073 -2125.3 1614.66 8.40829e-10 8.77083e-10 5.40096e-10 2.02048e-10 4.33031e-10 4.06396e-10 4.04456e-10 4.04456e-10
247970000 315.77 -2134.24 1619.47 -3.88835e-10 -3.62447e-10 -2.01502e-10 -1.08408e-10 -2.25578e-10 -1.7617e-10 -1.71317e-10 -1.71317e-10
247980000 319.824 -2130.23 1590.81 -1.15078e-09 -1.26112e-09 -7.65474e-10 -2.33861e-10 -6.34821e-10 -5.82216e-10 -5.81678e-10 -5.81678e-10
247990000 317.436 -2120.17 1587.4 -7.14593e-10 -8.94987e-10 -5.09831e-10 -1.26153e-10 -4.41837e-10 -4.13594e-10 -4.17952e-10 -4.17952e-10
248000000 318.057 -2158.23 1618.93 1.59033e-10 1.19519e-10 1.61664e-10 -2.06103e-11 6.94926e-11 4.97903e-11 5.52056e-11 5.52056e-11
248010000 315.989 -2157.96 1620.08 -1.00029e-10 -1.39515e-10 -1.404e-10 2.2892e-11 -5.01174e-11 -6.68667e-11 -6.84944e-11 -6.84944e-11
248020000 316.015 -2138.59 1613.05 -6.74739e-10 -7.21245e-10 -4.54683e-10 -1.33628e-10 -3.76529e-10 -3.39751e-10 -3.37774e-10 -3.37774e-10
248030000 318.098 -2143.3 1606.45 -6.00229e-10 -6.83105e-10 -4.11348e-10 -1.22811e-10 -3.60796e-10 -3.26108e-10 -3.25985e-10 -3.25985e-10
248040000 318.046 -2144.45 1593.21 -9.4587e-11 -9.29632e-11 -7.92947e-11 3.1151e-12 -6.20863e-11 -4.44595e-11 -4.52754e-11 -4.52754e-11
248050000 317.994 -2131.41 1634.13 5.22039e-10 5.88754e-10 3.34997e-10 1.2095e-10 2.85208e-10 2.79372e-10 2.71811e-10 2.71811e-10
248060000 315.701 -2142.92 1606.77 4.68999e-11 5.98329e-11 3.69879e-11 3.38094e-11 8.31291e-12 2.55073e-11 2.93876e-11 2.93876e-11
248070000 314.893 -2146.72 1613.59 2.67909e-10 3.05595e-10 1.94983e-10 3.8029e-11 1.57772e-10 1.3697e-10 1.4136e-10 1.4136e-10
248080000 316.877 -2135.05 1598.66 2.30737e-10 2.85551e-10 1.46333e-10 4.90199e-11 1.59202e-10 1.34893e-10 1.36065e-10 1.36065e-10
248090000 320.033 -2142.58 1605.48 3.01602e-11 2.01448e-11 -2.78917e-11 5.39819e-11 4.0382e-12 5.27874e-12 6.34793e-12 6.34793e-12
248100000 323.934 -2145.56 1621.39 -7.01974e-11 -7.8191e-11 -7.58198e-11 2.61989e-12 -5.2306e-11 -3.85396e-11 -4.30098e-11 -4.30098e-11
248110000 323.401 -2114.91 1632.82 4.52361e-10 4.97846e-10 2.61643e-10 1.46131e-10 2.49369e-10 2.37456e-10 2.35021e-10 2.35021e-10
248120000 324.942 -2165.86 1592.12 1.23038e-10 1.04463e-10 5.19075e-11 2.86644e-11 5.45357e-11 3.98117e-11 3.90863e-11 3.90863e-11
248130000 324.677 -2145.95 1601.85 3.78181e-10 4.3585e-10 2.2793e-10 1.04313e-10 2.06368e-10 2.04695e-10 2.00244e-10 2.00244e-10
248140000 325.971 -2156.2 1598.05 7.42219e-10 7.92506e-10 4.53733e-10 1.85351e-10 4.12138e-10 3.67024e-10 3.67133e-10 3.67133e-10
248150000 324.883 -2174.46 1622.81 -4.96215e-11 -5.98523e-11 -5.19784e-11 -5.26693e-12 -2.07915e-11 -2.75117e-11 -2.89448e-11 -2.89448e-11
248160000 325.268 -2134.4 1612.15 -5.53188e-11 -6.61313e-11 -3.86522e-11 -1.18007e-11 -1.86181e-11 -2.47567e-11 -2.616e-11 -2.616e-11
248170000 323.109 -2138.18 1626.37 5.82284e-11 5.58077e-11 2.52735e-11 3.19879e-12 6.36363e-11 2.74347e-11 2.92806e-11 2.92806e-11
248180000 321.336 -2170.48 1613.38 -8.28355e-11 -8.06752e-11 -5.35078e-11 -2.45393e-11 -4.20638e-11 -3.38378e-11 -3.79471e-11 -3.79471e-11
248190000 322.81 -2144.86 1635.68 -2.81479e-10 -3.11939e-10 -1.41962e-10 -6.82249e-11 -1.87954e-10 -1.45519e-10 -1.4353e-10 -1.4353e-10
248200000 325.235 -2130.36 1642.15 -4.8431e-10 -5.24182e-10 -2.70196e-10 -1.12892e-10 -2.85573e-10 -2.35502e-10 -2.36008e-10 -2.36008e-10
248210000 327.306 -2163.89 1618.3 6.14342e-11 1.26956e-10 2.48904e-11 3.34058e-11 3.85443e-11 5.69724e-11 5.48335e-11 5.48335e-11
248220000 329.258 -2153.88 1613.2 -9.50656e-11 -4.23818e-11 -3.89879e-11 -1.46854e-11 -6.41268e-11 -2.06135e-11 -2.14325e-11 -2.14325e-11
248230000 328.011 -2182.03 1622.27 2.0673e-11 -1.74702e-11 -2.88658e-11 2.86081e-11 -4.66236e-12 -1.24606e-11 -1.3881e-11 -1.3881e-11
248240000 327.107 -2168.34 1611.72 -2.46464e-10 -2.97228e-10 -1.6254e-10 -3.38811e-11 -1.55124e-10 -1.33179e-10 -1.33872e-10 -1.33872e-10
248250000 324.784 -2153.84 1612.59 1.0547e-10 1.28197e-10 7.54203e-11 5.11062e-11 2.72185e-11 6.4222e-11 6.01736e-11 6.01736e-11
248260000 325.935 -2131.97 1624.51 2.73346e-10 2.37713e-10 1.6035e-10 3.40005e-11 1.71462e-10 1.03194e-10 1.08343e-10 1.08343e-10
248270000 327.314 -2149.54 1616.02 -1.86949e-10 -2.08985e-10 -1.61107e-10 -2.65746e-11 -6.76173e-11 -9.38973e-11 -9.2808e-11 -9.2808e-11
248280000 324.109 -2157.02 1608.35 -1.20053e-10 -8.82025e-11 -7.86824e-11 -1.97293e-11 -4.27935e-11 -3.53636e-11 -3.61795e-11 -3.61795e-11
248290000 320.642 -2180.16 1602.02 4.07189e-10 4.41949e-10 3.03182e-10 5.62855e-11 2.14594e-10 1.99536e-10 2.02089e-10 2.02089e-10
248300000 322.069 -2165.92 1635.99 4.62969e-10 4.58508e-10 2.72647e-10 1.21666e-10 2.25517e-10 2.02989e-10 2.0459e-10 2.0459e-10
248310000 325.483 -2187.66 1595.56 3.90904e-11 -3.96266e-11 -4.12212e-11 4.1844e-11 1.69263e-11 -2.06932e-11 -2.04653e-11 -2.04653e-11
248320000 327.247 -2168.32 1624.77 -7.59338e-11 -1.20494e-10 -2.52886e-11 -4.01131e-11 -4.8626e-11 -5.78145e-11 -5.41005e-11 -5.41005e-11
248330000 328.66 -2202.82 1607.23 -9.06785e-11 -7.87051e-11 -6.31111e-11 1.4485e-11 -6.90314e-11 -3.70438e-11 -3.5682e-11 -3.5682e-11
248340000 327.291 -2174.89 1649.87 -2.35532e-10 -2.39159e-10 -1.32035e-10 -4.97257e-11 -1.27918e-10 -1.0106e-10 -1.03592e-10 -1.03592e-10
248350000 323.118 -2160.1 1618.93 -2.11375e-10 -2.22047e-10 -1.48365e-10 -5.89532e-11 -8.56595e-11 -1.04245e-10 -1.01974e-10 -1.01974e-10
248360000 323.926 -2131.28 1650.94 -1.84034e-10 -9.52443e-11 -8.13426e-11 -5.7101e-11 -8.03469e-11 -3.94734e-11 -4.23685e-11 -4.23685e-11
248370000 326.561 -2158.65 1648.69 -5.75337e-11 -5.1777e-11 -3.85215e-11 -2.40951e-11 -4.19269e-11 -4.01837e-11 -3.47426e-11 -3.47426e-11
248380000 331.739 -2176.91 1634.52 2.27103e-10 3.22447e-10 2.4107e-10 -2.79119e-11 1.60562e-10 1.43711e-10 1.53194e-10 1.53194e-10
248390000 331.274 -2161.33 1641.12 -2.49884e-10 -3.0368e-10 -1.39779e-10 -4.79145e-11 -1.75025e-10 -1.40558e-10 -1.39268e-10 -1.39268e-10
248400000 330.173 -2154.78 1644.81 -1.61346e-10 -2.12712e-10 -1.10205e-10 -6.27358e-11 -9.32e-11 -1.05655e-10 -1.0579e-10 -1.0579e-10
248410000 327.846 -2188.21 1649.01 9.17664e-11 7.21068e-11 3.57187e-11 2.63351e-11 6.64756e-11 3.78975e-11 3.66918e-11 3.66918e-11
248420000 325.546 -2166.43 1624.09 3.791e-10 3.53712e-10 1.76804e-10 1.16398e-10 2.01891e-10 1.60986e-10 1.57672e-10 1.57672e-10
248430000 327.283 -2175.23 1636.14 3.89661e-10 4.26995e-10 2.84419e-10 6.99659e-11 2.12883e-10 2.01816e-10 2.01605e-10 2.01605e-10
248440000 324.844 -2185.66 1610.22 4.37673e-11 1.0761e-10 2.69698e-11 2.06962e-11 2.68472e-11 5.34293e-11 4.79463e-11 4.79463e-11
248450000 328.947 -2148.27 1617.66 9.29176e-11 8.47235e-11 -7.4592e-12 7.46197e-11 4.19157e-11 4.30645e-11 3.59867e-11 3.59867e-11
248460000 329.542 -2204.83 1636.47 -6.06399e-11 -7.43225e-11 -5.39238e-11 -1.0329e-12 -2.03846e-11 -2.706e-11 -2.9021e-11 -2.9021e-11
248470000 327.822 -2196.22 1659.55 -2.14036e-10 -1.98211e-10 -1.6116e-10 -5.33475e-11 -8.86013e-11 -9.38072e-11 -9.52728e-11 -9.52728e-11
248480000 329.498 -2178.68 1645.38 -2.34889e-10 -3.20351e-10 -2.45741e-10 3.1251e-11 -1.60344e-10 -1.44565e-10 -1.51215e-10 -1.51215e-10
248490000 329.025 -2214.11 1659.76 1.79042e-10 2.40899e-10 1.56548e-10 -7.61161e-13 1.13631e-10 1.10209e-10 1.10371e-10 1.10371e-10
248500000 328.11 -2187.83 1658.06 3.96903e-10 3.82084e-10 2.1056e-10 1.54901e-10 1.84665e-10 1.8572e-10 1.80257e-10 1.80257e-10
248510000 325.29 -2164.97 1636 4.36092e-10 5.24705e-10 3.33707e-10 7.6922e-11 2.31037e-10 2.46531e-10 2.44202e-10 2.44202e-10
248520000 326.086 -2193.52 1636.99 -1.49337e-10 -1.54088e-10 -1.12577e-10 -1.17269e-11 -1.13574e-10 -7.83953e-11 -8.02561e-11 -8.02561e-11
248530000 325.517 -2233.29 1640.01 -6.03271e-10 -6.56651e-10 -4.1627e-10 -1.20247e-10 -3.29553e-10 -3.03735e-10 -3.05796e-10 -3.05796e-10
248540000 327.798 -2188.02 1649.81 -5.67785e-10 -6.45267e-10 -3.13069e-10 -1.62063e-10 -3.1425e-10 -2.95873e-10 -2.90684e-10 -2.90684e-10
248550000 327.319 -2185.48 1650.26 -1.81733e-10 -1.80751e-10 -7.49915e-11 -1.97045e-11 -1.45815e-10 -7.62364e-11 -7.89413e-11 -7.89413e-11
248560000 323.599 -2179.85 1648.17 2.50733e-10 3.22975e-10 2.2921e-10 2.36182e-11 1.1757e-10 1.45575e-10 1.47054e-10 1.47054e-10
248570000 325.911 -2201.31 1618.55 3.92065e-10 4.46655e-10 2.31625e-10 9.68368e-11 2.38471e-10 2.0287e-10 2.06098e-10 2.06098e-10
248580000 323.753 -2170.57 1632.08 -1.35507e-10 -1.4315e-10 -8.13309e-11 -2.73723e-11 -8.3195e-11 -6.45945e-11 -6.60339e-11 -6.60339e-11
248590000 321.507 -2158.85 1646.91 2.23104e-10 2.38514e-10 9.97803e-11 6.37219e-11 1.42918e-10 1.06318e-10 1.07037e-10 1.07037e-10
248600000 322.264 -2194.53 1650.11 1.5913e-10 1.15346e-10 5.72701e-12 7.09238e-11 9.41308e-11 4.96965e-11 4.41736e-11 4.41736e-11
248610000 323.909 -2184.8 1642.94 2.52056e-10 1.80842e-10 9.83353e-11 1.19043e-10 9.16037e-11 7.86734e-11 7.91103e-11 7.91103e-11
248620000 325.762 -2192.14 1666.03 -3.25369e-11 -3.09323e-11 8.80881e-12 7.03349e-13 -3.62114e-11 -7.04959e-12 -8.03608e-12 -8.03608e-12
248630000 326.303 -2190.18 1625.25 4.65649e-11 3.44934e-11 8.86303e-11 7.31112e-12 6.69466e-12 2.83014e-11 2.97165e-11 2.97165e-11
248640000 324.223 -2185.27 1647.33 2.05971e-10 1.87073e-10 1.00264e-10 6.75783e-11 9.13655e-11 8.11364e-11 8.03617e-11 8.03617e-11
248650000 329.289 -2191.7 1665.73 -2.06039e-10 -2.29958e-10 -7.92752e-11 -9.41685e-11 -1.01513e-10 -9.7732e-11 -9.9152e-11 -9.9152e-11
248660000 326.612 -2197.74 1668.27 -6.7109e-10 -7.51166e-10 -4.1706e-10 -1.31363e-10 -4.09905e-10 -3.47214e-10 -3.46405e-10 -3.46405e-10
248670000 324.779 -2199.51 1639.35 -1.74567e-10 -1.7871e-10 -1.00636e-10 -6.12567e-11 -7.39036e-11 -8.4724e-11 -8.11659e-11 -8.11659e-11
