# Time-averaged data for fix fixflux1
# TimeStep v_ptemp f_fix10 f_fix11 v_Jz1 v_Jzk1 v_Jzp1 v_Jzb1 v_Jza1 v_Jzd1 v_Jzi1 v_Jzks1
221450000 316.279 -826.213 312.097 2.31443e-10 2.90089e-10 1.52152e-10 7.23085e-11 1.03945e-10 1.31998e-10 1.29762e-10 1.29762e-10
221460000 315.844 -833.082 331.762 -2.71158e-10 -2.60708e-10 -1.36586e-10 -7.14918e-11 -1.55693e-10 -1.14263e-10 -1.16896e-10 -1.16896e-10
221470000 312.759 -800.554 289.561 -5.80024e-10 -6.62561e-10 -2.92282e-10 -1.41671e-10 -3.8908e-10 -3.05113e-10 -3.02671e-10 -3.02671e-10
221480000 308.994 -836.133 299.502 -6.58414e-10 -7.01871e-10 -4.5891e-10 -1.06157e-10 -3.72514e-10 -3.21704e-10 -3.25686e-10 -3.25686e-10
221490000 311.322 -809.116 320.812 -4.98668e-10 -5.31215e-10 -3.00083e-10 -1.19265e-10 -2.77174e-10 -2.44271e-10 -2.43335e-10 -2.43335e-10
221500000 315.103 -827.358 314.961 -3.05922e-10 -3.33821e-10 -1.87547e-10 -6.72537e-11 -1.74558e-10 -1.54325e-10 -1.52896e-10 -1.52896e-10
221510000 315.496 -814.414 318.753 -1.91746e-10 -2.11293e-10 -1.34732e-10 -4.55174e-11 -1.02072e-10 -1.05147e-10 -1.01754e-10 -1.01754e-10
221520000 315.381 -856.41 346.006 -1.12721e-10 -1.10043e-10 -2.06988e-11 -3.31586e-11 -7.89279e-11 -4.55836e-11 -4.39227e-11 -4.39227e-11
221530000 316.778 -847.788 297.332 -1.13218e-10 -9.2958e-11 -6.17469e-11 -3.23432e-11 -3.868e-11 -3.93967e-11 -3.79767e-11 -3.79767e-11
221540000 317.791 -832.002 306.56 -7.14393e-10 -8.00572e-10 -4.57947e-10 -1.47286e-10 -4.22634e-10 -3.73201e-10 -3.71812e-10 -3.71812e-10
221550000 318.372 -862.559 311.724 -8.43726e-10 -9.18486e-10 -5.17565e-10 -1.93919e-10 -4.64113e-10 -4.19094e-10 -4.17363e-10 -4.17363e-10
221560000 313.517 -870.421 350.422 -3.73606e-10 -4.89806e-10 -2.86117e-10 -4.74439e-11 -2.37796e-10 -2.28072e-10 -2.28907e-10 -2.28907e-10
221570000 311.826 -868.764 320.777 -1.19902e-10 -1.28545e-10 -4.80492e-11 -4.58816e-11 -5.03861e-11 -5.78671e-11 -5.27067e-11 -5.27067e-11
221580000 314.358 -842.653 312.987 7.11551e-11 9.63461e-11 6.71752e-11 7.34229e-12 3.27578e-11 4.27186e-11 4.37962e-11 4.37962e-11
221590000 318.451 -856.866 313.751 6.80395e-10 7.40273e-10 4.56305e-10 1.12135e-10 4.12698e-10 3.40779e-10 3.45449e-10 3.45449e-10
221600000 317.99 -851.297 323.389 9.24999e-10 1.07828e-09 6.29868e-10 1.91997e-10 5.12404e-10 4.94102e-10 4.95413e-10 4.95413e-10
221610000 315.23 -894.338 311.839 6.59185e-10 6.48838e-10 4.04613e-10 1.40729e-10 3.83485e-10 3.06531e-10 3.06252e-10 3.06252e-10
221620000 320.55 -875.866 332.844 2.69205e-10 2.75776e-10 1.54007e-10 6.73639e-11 1.54002e-10 1.27009e-10 1.27238e-10 1.27238e-10
221630000 322.403 -870.009 326.544 4.53213e-10 5.76497e-10 3.68014e-10 6.78743e-11 2.44761e-10 2.67765e-10 2.67925e-10 2.67925e-10
221640000 323.125 -858.954 314.734 3.5283e-12 2.54361e-11 3.63955e-11 -3.86235e-11 2.59878e-11 7.22174e-12 1.32223e-11 1.32223e-11
221650000 326.222 -854.021 338.158 -3.56272e-10 -4.33479e-10 -2.40862e-10 -5.9538e-11 -2.23946e-10 -2.04823e-10 -2.01594e-10 -2.01594e-10
221660000 328.973 -857.642 337.872 -2.46511e-10 -2.9252e-10 -1.71188e-10 -4.77323e-11 -1.31513e-10 -1.33085e-10 -1.32382e-10 -1.32382e-10
221670000 321.603 -869.334 321.203 -7.78482e-10 -9.36071e-10 -5.33112e-10 -1.308e-10 -4.82115e-10 -4.30102e-10 -4.3343e-10 -4.3343e-10
221680000 321.999 -851.057 339.581 -8.06014e-10 -8.8149e-10 -5.01266e-10 -1.74924e-10 -4.74075e-10 -4.08429e-10 -4.08542e-10 -4.08542e-10
221690000 322.769 -881.962 336.472 -7.97058e-10 -8.51421e-10 -5.09701e-10 -1.81404e-10 -4.3014e-10 -3.94626e-10 -3.92559e-10 -3.92559e-10
221700000 326.702 -864.464 321.938 -8.97857e-10 -9.95536e-10 -5.7039e-10 -1.99275e-10 -5.2738e-10 -4.658e-10 -4.65131e-10 -4.65131e-10
221710000 326.296 -855.397 340.873 -6.56355e-10 -7.0623e-10 -3.80766e-10 -1.41237e-10 -4.02235e-10 -3.26142e-10 -3.25064e-10 -3.25064e-10
221720000 326.443 -863.413 335.675 2.47695e-10 1.89073e-10 1.3612e-10 6.728e-11 1.31716e-10 8.74322e-11 9.09815e-11 9.09815e-11
221730000 326.54 -897.334 318.156 4.0298e-10 4.4088e-10 2.39203e-10 7.30506e-11 2.7853e-10 2.05924e-10 2.08652e-10 2.08652e-10
221740000 328.338 -878.796 308.718 3.4188e-10 3.45956e-10 1.81439e-10 8.7378e-11 2.22559e-10 1.66361e-10 1.65453e-10 1.65453e-10
221750000 323.526 -875.534 330.287 1.95276e-10 2.03712e-10 1.33003e-10 4.2113e-11 1.19781e-10 9.84824e-11 1.00454e-10 1.00454e-10
221760000 324.865 -877.719 348.325 9.47937e-10 1.02958e-09 5.53327e-10 2.30709e-10 5.7419e-10 4.809e-10 4.80192e-10 4.80192e-10
221770000 324.13 -884.65 341.234 1.17819e-09 1.30522e-09 7.32075e-10 2.8819e-10 6.47091e-10 6.00004e-10 5.98596e-10 5.98596e-10
221780000 318.579 -897.264 331.462 1.17039e-09 1.32327e-09 7.82551e-10 2.71356e-10 6.346e-10 6.17389e-10 6.14695e-10 6.14695e-10
221790000 318.11 -885.263 357.781 1.12271e-09 1.2657e-09 7.36985e-10 2.31188e-10 6.59942e-10 5.86084e-10 5.89296e-10 5.89296e-10
221800000 318.663 -858.549 339.843 1.23074e-10 1.49203e-10 5.86618e-11 1.4119e-11 9.30674e-11 5.90158e-11 6.27483e-11 6.27483e-11
221810000 319.293 -878.6 352.122 3.17278e-11 7.62087e-11 8.55794e-11 -4.29727e-11 5.57997e-11 4.01585e-11 4.57614e-11 4.57614e-11
221820000 312.189 -875.273 346.543 -3.26679e-11 -3.96353e-11 2.0722e-11 -3.88605e-11 -2.81745e-11 -1.91189e-11 -1.80998e-11 -1.80998e-11
221830000 313.007 -861.126 335.165 -4.62162e-10 -5.34864e-10 -3.23584e-10 -8.42206e-11 -2.84209e-10 -2.54383e-10 -2.54774e-10 -2.54774e-10
221840000 313.952 -864.82 349.143 -9.01498e-10 -1.01408e-09 -5.59002e-10 -1.99982e-10 -5.16732e-10 -4.75512e-10 -4.65953e-10 -4.65953e-10
221850000 313.425 -874.315 341.791 -1.20872e-09 -1.36609e-09 -7.33593e-10 -2.53554e-10 -7.48748e-10 -6.3176e-10 -6.31256e-10 -6.31256e-10
221860000 314.915 -866.382 360.751 -1.0712e-09 -1.20772e-09 -7.03596e-10 -2.12462e-10 -5.96614e-10 -5.46981e-10 -5.49042e-10 -5.49042e-10
221870000 316.819 -854.724 329.215 -8.69758e-10 -9.11121e-10 -4.97998e-10 -1.84073e-10 -5.17506e-10 -4.11262e-10 -4.1305e-10 -4.1305e-10
221880000 313.797 -854.462 336.322 -6.48446e-10 -6.69449e-10 -3.64025e-10 -1.55e-10 -3.71666e-10 -3.06901e-10 -3.04649e-10 -3.04649e-10
221890000 318.866 -893.987 322.815 -9.68627e-11 -1.66796e-10 -6.07922e-11 -2.30883e-11 -8.00579e-11 -7.71705e-11 -7.77605e-11 -7.77605e-11
221900000 316.487 -865.892 315.612 8.39255e-11 5.239e-11 3.07757e-11 6.28617e-11 1.21325e-11 2.49037e-11 2.47845e-11 2.47845e-11
221910000 316.949 -862.908 351.59 2.78854e-10 3.30843e-10 1.53989e-10 9.03416e-11 1.48235e-10 1.50565e-10 1.4878e-10 1.4878e-10
221920000 317.134 -883.944 338.306 6.76404e-10 7.80693e-10 4.94976e-10 9.97594e-11 3.84277e-10 3.55431e-10 3.59683e-10 3.59683e-10
221930000 319.215 -882.18 344.553 8.08885e-10 8.825e-10 4.62774e-10 1.81817e-10 4.95734e-10 3.98281e-10 4.03055e-10 4.03055e-10
221940000 314.933 -835.631 351.031 7.311e-10 8.36302e-10 4.31634e-10 1.60307e-10 4.44023e-10 3.83211e-10 3.81094e-10 3.81094e-10
221950000 316.903 -862.108 372.782 1.65754e-10 1.89719e-10 9.82061e-11 5.94995e-11 9.25816e-11 1.03011e-10 9.43157e-11 9.43157e-11
221960000 317.102 -894.838 348.956 1.82214e-10 1.87306e-10 1.45409e-10 1.66701e-11 9.36729e-11 8.53709e-11 8.65538e-11 8.65538e-11
221970000 317.047 -900.773 353.626 -2.69e-11 1.1958e-11 -1.14735e-11 -6.26248e-11 5.07829e-11 -4.07458e-12 2.86702e-12 2.86702e-12
221980000 315.894 -882.183 342.296 -8.53189e-11 -5.69604e-11 -3.08238e-11 7.81464e-13 -7.3213e-11 -2.25624e-11 -2.43648e-11 -2.43648e-11
221990000 317.088 -893.123 364.36 -7.5357e-11 -8.84795e-11 -8.25678e-11 1.73069e-11 -5.23809e-11 -4.17567e-11 -4.31303e-11 -4.31303e-11
222000000 312.96 -885.735 367.081 1.04951e-10 1.36098e-10 8.49842e-11 4.52671e-11 3.27442e-11 7.19835e-11 6.65313e-11 6.65313e-11
222010000 314.328 -863.104 367.832 -7.541e-12 4.50787e-11 3.38721e-11 -2.70502e-11 -4.70376e-12 1.83297e-11 1.82669e-11 1.82669e-11
222020000 317.352 -892.196 353.263 1.10701e-10 9.31691e-11 6.50817e-11 5.81096e-11 4.89329e-12 4.41154e-11 3.8667e-11 3.8667e-11
222030000 317.917 -854.714 357.333 -1.91999e-10 -2.45177e-10 -1.46119e-10 -2.36496e-11 -1.09142e-10 -1.05589e-10 -1.09419e-10 -1.09419e-10
222040000 318.747 -884.591 325.217 1.35896e-10 1.0289e-10 3.37361e-11 6.543e-11 5.95953e-11 4.80257e-11 4.34451e-11 4.34451e-11
222050000 319.113 -913.872 324.577 4.20769e-10 4.96915e-10 2.6305e-10 8.95922e-11 2.38361e-10 2.26013e-10 2.23291e-10 2.23291e-10
222060000 319.985 -874.397 350.498 4.76944e-10 5.25206e-10 2.79161e-10 1.49497e-10 2.41251e-10 2.46514e-10 2.41171e-10 2.41171e-10
222070000 320.593 -900.874 353.529 -4.51378e-10 -5.18834e-10 -2.7991e-10 -7.02135e-11 -2.93753e-10 -2.31355e-10 -2.35672e-10 -2.35672e-10
222080000 324.323 -859.882 336.503 -1.63775e-10 -1.27506e-10 -6.31748e-11 -5.34189e-11 -1.16201e-10 -6.62656e-11 -6.56977e-11 -6.56977e-11
222090000 319.061 -849.959 330.299 -3.5243e-10 -4.3072e-10 -2.01179e-10 -8.33942e-11 -2.34617e-10 -2.04372e-10 -2.00463e-10 -2.00463e-10
222100000 316.589 -878.42 342.423 -5.63754e-10 -5.64582e-10 -3.49904e-10 -1.05118e-10 -3.3248e-10 -2.62087e-10 -2.62604e-10 -2.62604e-10
222110000 315.376 -879.964 343.001 -5.32671e-10 -6.25257e-10 -4.03271e-10 -7.93566e-11 -3.16997e-10 -2.98537e-10 -2.97687e-10 -2.97687e-10
222120000 314.311 -853.716 336.735 -3.38415e-10 -3.92102e-10 -2.19103e-10 -5.19727e-11 -2.07816e-10 -1.79435e-10 -1.78003e-10 -1.78003e-10
222130000 314.821 -895.171 343.248 -3.2539e-10 -3.71274e-10 -2.22433e-10 -5.27819e-11 -2.02541e-10 -1.7163e-10 -1.73817e-10 -1.73817e-10
222140000 313.868 -868.964 356.368 -2.37957e-10 -3.04447e-10 -1.54651e-10 -5.36143e-11 -1.61439e-10 -1.46845e-10 -1.4576e-10 -1.4576e-10
222150000 308.66 -866.231 360.336 -4.19973e-10 -5.12679e-10 -2.73769e-10 -6.74036e-11 -2.88538e-10 -2.39724e-10 -2.40535e-10 -2.40535e-10
222160000 307.619 -885.48 366.35 -1.22057e-10 -1.29222e-10 -7.37511e-11 -9.3938e-12 -9.12074e-11 -6.39429e-11 -6.13652e-11 -6.13652e-11
222170000 306.857 -839.657 386.348 -4.58752e-11 -1.91111e-11 -2.80714e-11 -1.52796e-11 -2.35151e-11 -1.734e-11 -1.43605e-11 -1.43605e-11
222180000 311.932 -874.535 371.806 -3.0529e-10 -3.88152e-10 -1.76036e-10 -1.15595e-10 -1.61735e-10 -1.8032e-10 -1.79137e-10 -1.79137e-10
222190000 314.665 -870.385 336.305 2.82842e-10 2.99777e-10 2.27212e-10 8.29672e-12 1.58615e-10 1.29983e-10 1.3526e-10 1.3526e-10
222200000 308.957 -877.254 362.084 1.05264e-09 1.24184e-09 7.10857e-10 2.19457e-10 6.05209e-10 5.82019e-10 5.76685e-10 5.76685e-10
222210000 309.951 -871.07 361.375 1.0213e-09 1.17867e-09 6.32668e-10 2.61957e-10 5.74975e-10 5.57821e-10 5.46197e-10 5.46197e-10
222220000 313.567 -871.888 373.857 3.86404e-10 4.43216e-10 2.60449e-10 8.49758e-11 1.98422e-10 2.04644e-10 2.01326e-10 2.01326e-10
222230000 313.179 -886.738 329.693 6.47558e-10 7.57131e-10 4.23876e-10 1.55489e-10 3.71306e-10 3.5609e-10 3.54084e-10 3.54084e-10
222240000 315.217 -881.636 369.379 7.8878e-10 8.66296e-10 5.43052e-10 1.33915e-10 4.44219e-10 3.94928e-10 3.98407e-10 3.98407e-10
222250000 314.74 -891.409 359.748 3.05853e-10 5.06975e-10 2.48685e-10 5.88776e-11 1.94001e-10 2.37005e-10 2.34923e-10 2.34923e-10
222260000 315.149 -878.973 381.896 4.82674e-10 5.20914e-10 2.96269e-10 9.90629e-11 2.65465e-10 2.33701e-10 2.33185e-10 2.33185e-10
222270000 313.797 -889.163 346.463 4.29136e-10 5.38458e-10 2.98525e-10 5.37388e-11 2.82038e-10 2.46944e-10 2.47642e-10 2.47642e-10
222280000 315.395 -885.668 362.458 3.70449e-10 3.13781e-10 1.77817e-10 1.09916e-10 1.96867e-10 1.48516e-10 1.44112e-10 1.44112e-10
222290000 314.287 -892.282 335.359 1.63891e-10 2.31929e-10 1.49823e-10 6.03967e-12 8.55494e-11 1.03964e-10 1.03353e-10 1.03353e-10
222300000 316.597 -892.049 360.268 -8.73922e-11 -1.71486e-10 -1.22829e-10 2.93403e-11 -6.27874e-11 -7.38086e-11 -7.85447e-11 -7.85447e-11
222310000 314.719 -882.359 347.331 -7.92262e-11 -9.34586e-11 -4.47428e-11 -1.48395e-13 -6.84474e-11 -4.1255e-11 -4.22065e-11 -4.22065e-11
222320000 315.711 -879.833 349.507 -4.76294e-11 -4.62199e-11 -3.32653e-11 -8.83915e-12 -1.792e-11 -1.99848e-11 -1.96499e-11 -1.96499e-11
222330000 313.832 -880.036 352.822 1.59255e-10 1.73694e-10 7.69153e-11 4.7268e-11 7.08921e-11 6.96853e-11 6.97999e-11 6.97999e-11
222340000 314.041 -897.926 355.621 -2.98222e-10 -3.7464e-10 -1.96014e-10 -6.29778e-11 -1.67903e-10 -1.71397e-10 -1.68678e-10 -1.68678e-10
222350000 313.586 -879.815 365.954 -5.76872e-10 -6.28491e-10 -3.94415e-10 -1.29062e-10 -3.13215e-10 -2.92994e-10 -2.95326e-10 -2.95326e-10
222360000 314.848 -898.479 372.012 -5.55616e-10 -6.27092e-10 -3.4789e-10 -1.24784e-10 -3.35166e-10 -2.95054e-10 -2.93593e-10 -2.93593e-10
222370000 315.506 -869.484 359.3 -9.29581e-10 -1.02621e-09 -6.1929e-10 -1.73902e-10 -5.3503e-10 -4.70587e-10 -4.73859e-10 -4.73859e-10
222380000 314.836 -891.282 391.105 -7.49956e-10 -7.99808e-10 -4.73393e-10 -1.79709e-10 -4.11241e-10 -3.73204e-10 -3.71849e-10 -3.71849e-10
222390000 314.631 -904.722 386.346 -6.27449e-10 -7.26739e-10 -4.56622e-10 -1.12597e-10 -3.63789e-10 -3.43747e-10 -3.44011e-10 -3.44011e-10
222400000 314.084 -885.394 370.672 -3.30559e-10 -3.40225e-10 -1.80445e-10 -1.06822e-10 -1.59292e-10 -1.58036e-10 -1.53565e-10 -1.53565e-10
222410000 315.676 -907.653 362.666 -1.25471e-10 -1.66003e-10 -9.26317e-11 -1.23159e-11 -7.08928e-11 -7.93663e-11 -7.39347e-11 -7.39347e-11
222420000 317.054 -856.68 381.939 1.65299e-10 1.14924e-10 6.71087e-11 6.29102e-11 8.47828e-11 5.16953e-11 5.40304e-11 5.40304e-11
222430000 318.357 -915.893 366.911 -1.56571e-10 -1.80655e-10 -1.01869e-10 -3.72832e-11 -1.08236e-10 -9.09753e-11 -9.06119e-11 -9.06119e-11
222440000 321.975 -925.946 377.631 1.81451e-10 2.49402e-10 8.21317e-11 4.62214e-11 1.35446e-10 1.16079e-10 1.11958e-10 1.11958e-10
222450000 319.299 -896.108 388.742 1.03609e-09 1.11961e-09 6.08797e-10 2.61875e-10 6.21316e-10 5.3044e-10 5.26488e-10 5.26488e-10
222460000 320.108 -907.47 372.625 9.825e-10 1.09273e-09 6.75378e-10 1.49754e-10 5.91457e-10 5.01547e-10 5.07091e-10 5.07091e-10
222470000 318.482 -936.049 382.746 6.49925e-10 7.10141e-10 3.28657e-10 1.77318e-10 3.71265e-10 3.16616e-10 3.13518e-10 3.13518e-10
222480000 317.288 -924.513 397.762 -2.15081e-10 -2.01204e-10 -1.28508e-10 -7.19321e-11 -9.03535e-11 -9.83942e-11 -9.38275e-11 -9.38275e-11
222490000 319.115 -930.337 380.59 -1.75582e-10 -2.27547e-10 -9.54133e-11 -6.09159e-11 -8.54654e-11 -9.94247e-11 -9.82962e-11 -9.82962e-11
222500000 319.024 -925.333 383.81 -8.10672e-11 -5.83604e-11 -5.84711e-13 -4.22064e-11 -6.99284e-11 -3.31928e-11 -3.08014e-11 -3.08014e-11
222510000 319.918 -870.137 379.583 1.83752e-10 2.23328e-10 1.07875e-10 4.28462e-11 1.18975e-10 1.00596e-10 1.02467e-10 1.02467e-10
222520000 320.607 -917.058 357.619 -2.47576e-10 -1.82808e-10 -1.32508e-10 -6.55902e-11 -1.44114e-10 -9.31283e-11 -9.26431e-11 -9.26431e-11
222530000 319.475 -911.057 358.003 -5.31447e-10 -5.70622e-10 -3.51644e-10 -7.57269e-11 -3.26585e-10 -2.55703e-10 -2.62208e-10 -2.62208e-10
222540000 319.126 -909.377 364.87 -1.06809e-09 -1.26662e-09 -7.80426e-10 -1.8244e-10 -6.14304e-10 -5.89721e-10 -5.91356e-10 -5.91356e-10
222550000 320.795 -938.888 355.956 -9.19057e-10 -1.05316e-09 -5.87761e-10 -1.87967e-10 -5.81913e-10 -4.96352e-10 -4.97023e-10 -4.97023e-10
222560000 322.553 -899.353 380.582 -5.67446e-11 -4.47609e-11 -2.24087e-11 -8.59518e-12 -5.69963e-11 -2.43976e-11 -2.51035e-11 -2.51035e-11
222570000 325.992 -915.712 361.328 3.28338e-10 3.46654e-10 1.83749e-10 6.56315e-11 2.0839e-10 1.63775e-10 1.59965e-10 1.59965e-10
222580000 319.835 -902.007 367.728 2.41189e-10 2.73557e-10 1.24747e-10 7.67267e-11 1.3719e-10 1.31428e-10 1.25615e-10 1.25615e-10
222590000 320.65 -936.964 387.267 2.31021e-11 1.01252e-11 2.5312e-11 -4.4576e-13 9.11126e-12 1.01288e-11 7.78235e-12 7.78235e-12
222600000 320.422 -919.376 376.951 2.20227e-10 1.98269e-10 5.88485e-11 9.01615e-11 1.29644e-10 9.33992e-11 8.75237e-11 8.75237e-11
222610000 321.301 -894.489 380.695 5.67385e-10 6.25577e-10 3.36926e-10 1.46891e-10 3.13885e-10 2.90775e-10 2.86667e-10 2.86667e-10
222620000 321.578 -901.318 374.129 9.89111e-10 1.0753e-09 6.26894e-10 2.14242e-10 5.55136e-10 5.02027e-10 4.96121e-10 4.96121e-10
222630000 319.051 -920.401 358.824 8.5845e-10 9.92699e-10 5.61983e-10 1.76927e-10 4.88753e-10 4.5742e-10 4.54833e-10 4.54833e-10
222640000 320.003 -906.44 396.719 6.29498e-10 6.75209e-10 3.49016e-10 1.75137e-10 3.67783e-10 3.12066e-10 3.12428e-10 3.12428e-10
222650000 318.888 -930.089 364.006 2.29496e-10 3.09233e-10 1.50276e-10 3.19772e-11 1.6902e-10 1.36867e-10 1.41969e-10 1.41969e-10
222660000 320.299 -902.705 383.039 -2.35398e-11 2.88757e-11 -3.96686e-11 -4.13078e-11 7.06711e-11 8.60566e-12 1.2679e-11 1.2679e-11
222670000 318.649 -905.671 366.347 -9.32857e-11 -1.31132e-10 -5.28677e-11 -6.18482e-11 -2.45764e-11 -7.15863e-11 -6.21812e-11 -6.21812e-11
222680000 319.844 -913.717 389.499 -1.67278e-10 -1.53902e-10 -1.02631e-10 -3.53087e-11 -9.03621e-11 -7.52031e-11 -7.25323e-11 -7.25323e-11
222690000 319.427 -908.93 367.251 -1.60854e-10 -1.96327e-10 -9.49481e-11 -6.83443e-11 -6.88948e-11 -9.70658e-11 -9.11813e-11 -9.11813e-11
222700000 318.455 -894.124 370.557 -2.10491e-10 -2.14245e-10 -1.27756e-10 -2.12274e-11 -1.40182e-10 -9.75031e-11 -9.76056e-11 -9.76056e-11
222710000 316.398 -897.776 374.98 -7.24334e-10 -7.97162e-10 -4.55862e-10 -1.5251e-10 -4.32063e-10 -3.75423e-10 -3.72172e-10 -3.72172e-10
222720000 319.277 -901.695 376.161 -7.47958e-10 -8.70772e-10 -4.57554e-10 -1.78935e-10 -4.53797e-10 -4.12814e-10 -4.06479e-10 -4.06479e-10
222730000 320.786 -913.747 374.41 -8.92586e-10 -9.80493e-10 -5.39969e-10 -2.19716e-10 -5.12439e-10 -4.56054e-10 -4.54021e-10 -4.54021e-10
222740000 318.434 -886.921 393.559 -5.38648e-10 -6.36204e-10 -3.92357e-10 -7.70764e-11 -3.35238e-10 -2.97366e-10 -2.99898e-10 -2.99898e-10
222750000 319.254 -933.068 402.815 -2.9978e-10 -3.67618e-10 -1.98677e-10 -5.89746e-11 -1.80833e-10 -1.67739e-10 -1.68515e-10 -1.68515e-10
222760000 320.14 -944.111 372.366 2.14832e-10 2.46331e-10 1.28162e-10 4.5599e-11 1.54597e-10 1.18961e-10 1.19704e-10 1.19704e-10
222770000 324.422 -925.046 409.61 5.75487e-10 6.12545e-10 4.03581e-10 6.74098e-11 3.25212e-10 2.63466e-10 2.74182e-10 2.74182e-10
222780000 325.178 -885.703 376.465 1.67428e-10 1.59625e-10 1.40342e-10 4.21549e-11 9.00826e-11 8.6921e-11 8.79245e-11 8.79245e-11
222790000 326.595 -922.602 371.298 8.10539e-10 8.83427e-10 5.11317e-10 1.66099e-10 4.85176e-10 4.06903e-10 4.10596e-10 4.10596e-10
222800000 329.285 -914.239 376.382 6.72656e-10 7.38134e-10 4.41815e-10 1.44062e-10 3.51676e-10 3.33596e-10 3.34157e-10 3.34157e-10
222810000 328.349 -930.089 376.638 4.93019e-10 5.64403e-10 3.64394e-10 6.54824e-11 3.21725e-10 2.67424e-10 2.72602e-10 2.72602e-10
222820000 330.715 -938.33 391.789 4.96597e-10 5.92138e-10 3.32255e-10 8.64845e-11 3.06448e-10 2.6955e-10 2.7257e-10 2.7257e-10
222830000 328.231 -951.915 371.254 1.28124e-10 1.41368e-10 4.05026e-11 2.88791e-11 1.09028e-10 6.53404e-11 6.42486e-11 6.42486e-11
222840000 327.49 -932.754 396.254 -2.68327e-10 -3.144e-10 -1.21564e-10 -6.93843e-11 -1.86556e-10 -1.50572e-10 -1.43537e-10 -1.43537e-10
222850000 323.944 -913.875 405.727 -3.54982e-10 -3.06901e-10 -1.76124e-10 -1.27198e-10 -1.43535e-10 -1.39082e-10 -1.34464e-10 -1.34464e-10
222860000 323.303 -912.907 398.225 -2.65196e-10 -3.04649e-10 -2.15082e-10 -2.83779e-11 -1.45438e-10 -1.33487e-10 -1.4046e-10 -1.4046e-10
222870000 323.997 -952.174 399.713 -7.77454e-11 -1.26608e-10 -6.74459e-11 -7.90854e-12 -4.99848e-11 -5.49344e-11 -5.72841e-11 -5.72841e-11
222880000 323.818 -953.577 406.651 -6.65102e-10 -8.4419e-10 -5.15625e-10 -8.42828e-11 -3.90483e-10 -3.91818e-10 -3.90324e-10 -3.90324e-10
222890000 319.089 -942.75 396.837 -1.0984e-09 -1.22957e-09 -7.04373e-10 -2.36599e-10 -6.35448e-10 -5.66664e-10 -5.68565e-10 -5.68565e-10
222900000 317.363 -922.5 407.182 -1.19427e-09 -1.41145e-09 -7.6315e-10 -2.35023e-10 -7.20313e-10 -6.46166e-10 -6.45458e-10 -6.45458e-10
222910000 314.692 -909.51 411.66 -6.61132e-10 -7.38023e-10 -3.85765e-10 -1.53056e-10 -3.90061e-10 -3.32608e-10 -3.34595e-10 -3.34595e-10
222920000 318.019 -916.203 403.26 -3.08532e-10 -3.88313e-10 -2.49001e-10 -3.05672e-11 -1.70432e-10 -1.68847e-10 -1.74657e-10 -1.74657e-10
222930000 321.419 -913.79 389.097 -1.40852e-10 -9.58976e-11 -7.78597e-11 -3.63651e-11 -8.18857e-11 -4.94853e-11 -5.01604e-11 -5.01604e-11
222940000 322.535 -949.643 409.676 -1.42035e-10 -9.94451e-11 2.64782e-12 -7.6764e-11 -1.0361e-10 -4.89657e-11 -4.60255e-11 -4.60255e-11
222950000 324.752 -927.563 385.638 7.3113e-10 7.66459e-10 4.86281e-10 1.23548e-10 4.08596e-10 3.47324e-10 3.5027e-10 3.5027e-10
222960000 326.026 -947.539 443.443 1.11663e-09 1.24369e-09 6.67729e-10 2.55494e-10 6.764e-10 5.78704e-10 5.76346e-10 5.76346e-10
222970000 327.254 -937.18 413.094 1.72664e-09 1.90895e-09 1.05457e-09 3.70804e-10 1.02345e-09 8.7319e-10 8.76081e-10 8.76081e-10
222980000 323.732 -932.607 431.236 1.72148e-09 1.89551e-09 1.06871e-09 3.9823e-10 9.77975e-10 8.81172e-10 8.7503e-10 8.7503e-10
222990000 320.971 -946.306 423.452 6.12635e-10 7.43746e-10 4.0173e-10 9.97664e-11 4.06526e-10 3.40647e-10 3.44945e-10 3.44945e-10
223000000 324.177 -961.534 406.671 5.41468e-10 6.28292e-10 3.26117e-10 1.04104e-10 3.47388e-10 2.89011e-10 2.88361e-10 2.88361e-10
223010000 320.954 -969.16 416.561 1.00735e-09 1.12738e-09 6.39928e-10 2.16055e-10 5.79609e-10 5.12339e-10 5.1699e-10 5.1699e-10
223020000 320.237 -941.446 397.705 4.8469e-10 5.03134e-10 3.16133e-10 5.80729e-11 3.43677e-10 2.39344e-10 2.43918e-10 2.43918e-10
223030000 319.168 -941.871 439.783 -6.84487e-10 -7.59303e-10 -4.48464e-10 -1.47464e-10 -3.78391e-10 -3.53748e-10 -3.50721e-10 -3.50721e-10
223040000 318.417 -939.332 419.63 -6.54432e-10 -7.12927e-10 -3.51628e-10 -1.74769e-10 -3.75958e-10 -3.21876e-10 -3.20681e-10 -3.20681e-10
223050000 317.577 -956.447 410.694 -2.82171e-10 -3.54457e-10 -2.52296e-10 -1.54866e-12 -1.97569e-10 -1.70123e-10 -1.73456e-10 -1.73456e-10
223060000 317.64 -949.595 423.26 -8.16149e-10 -9.05416e-10 -5.00098e-10 -1.74793e-10 -4.98247e-10 -4.24266e-10 -4.21668e-10 -4.21668e-10
223070000 316.802 -950.116 407.634 -1.10925e-09 -1.23147e-09 -7.34811e-10 -2.37574e-10 -6.3273e-10 -5.72095e-10 -5.74857e-10 -5.74857e-10
