# Time-averaged data for fix fixke
# TimeStep c_kea c_pea
2913000 71484.2 -23304.6
2914000 71448.5 -23338.4
2915000 71458.7 -23325.1
2916000 71457.8 -23314.8
2917000 71507.4 -23290.2
2918000 71572.4 -23328.9
2919000 71459.1 -23408.5
2920000 71484.7 -23296.7
2921000 71547.9 -23234.7
2922000 71503.1 -23269.4
2923000 71497.9 -23281.5
2924000 71478 -23360
2925000 71510.6 -23407.2
2926000 71458 -23363.2
2927000 71502.8 -23306.7
2928000 71445.8 -23336.8
2929000 71469.5 -23351.4
2930000 71487.1 -23299.9
2931000 71446.4 -23259
2932000 71426.8 -23362.2
2933000 71420 -23377.4
2934000 71370.9 -23468.6
2935000 71493.9 -23430.3
2936000 71560.8 -23368.4
2937000 71596.9 -23355.4
2938000 71536.7 -23310.4
2939000 71482.5 -23344.2
2940000 71443.7 -23366.3
2941000 71415.4 -23401.4
2942000 71404.3 -23313.7
2943000 71440.1 -23316
2944000 71433.7 -23299.6
2945000 71457.2 -23182.1
2946000 71512.3 -23139.6
2947000 71410.3 -23280.9
2948000 71469.4 -23317.5
2949000 71357 -23285.2
2950000 71447.7 -23282.9
2951000 71488.5 -23129.6
2952000 71413.6 -23132
2953000 71447.7 -23179.3
2954000 71496 -23118.7
2955000 71507.5 -23148.5
2956000 71557.4 -23126.9
2957000 71446.1 -23279.4
2958000 71435.2 -23321.8
2959000 71505.6 -23119.1
2960000 71410.8 -23270.5
2961000 71363.8 -23387.1
2962000 71387.6 -23372.6
2963000 71397.8 -23336
2964000 71429.6 -23445
2965000 71310 -23438.8
2966000 71464.4 -23278.2
2967000 71475.2 -23299.6
2968000 71419.5 -23286.3
2969000 71451.3 -23342.5
2970000 71272 -23360.4
2971000 71343 -23428.2
2972000 71434.2 -23380.3
2973000 71349 -23373
2974000 71444.4 -23283.7
2975000 71343.7 -23485.4
2976000 71430.1 -23330
2977000 71416.5 -23294.2
2978000 71382.3 -23343.6
2979000 71434.4 -23333.4
2980000 71507.5 -23209.9
2981000 71514.5 -23238.8
2982000 71397.8 -23311.1
2983000 71403.4 -23368.5
2984000 71375.4 -23441.8
2985000 71250.5 -23402.6
2986000 71302 -23488
2987000 71365.2 -23480.1
2988000 71340.4 -23497.7
2989000 71334.1 -23504
2990000 71395.9 -23423.5
2991000 71462.3 -23330.3
2992000 71525.9 -23209.6
2993000 71412.4 -23450.1
2994000 71347.7 -23530.8
2995000 71365.9 -23547.9
2996000 71271.6 -23439.4
2997000 71244.5 -23523.5
2998000 71265.2 -23506.8
2999000 71342.2 -23518.8
3000000 71315.7 -23530.7
3001000 71230.6 -23565
3002000 71189.6 -23626
3003000 71122.4 -23640
3004000 71284.9 -23530.7
3005000 71239.8 -23545
3006000 71338.3 -23531.6
3007000 71346.6 -23506
3008000 71335.6 -23414.8
3009000 71435.4 -23427.1
3010000 71350.2 -23484.4
3011000 71304.6 -23539.9
3012000 71349.6 -23554.4
3013000 71384.7 -23429.4
3014000 71392.5 -23443.9
3015000 71390.3 -23555.6
3016000 71286.4 -23591
3017000 71316.5 -23639
3018000 71416.9 -23592.5
3019000 71505.2 -23540.8
3020000 71485.7 -23521.1
3021000 71574.3 -23457.1
3022000 71575.1 -23385.5
3023000 71560.8 -23331.6
3024000 71545.3 -23410.9
3025000 71556.6 -23472
3026000 71437.2 -23559.3
3027000 71500.2 -23502
3028000 71599.3 -23385.2
3029000 71458.1 -23444.3
3030000 71525.7 -23390.5
3031000 71532 -23339.6
3032000 71578.6 -23374.6
3033000 71549.8 -23503.2
3034000 71552.1 -23436.2
3035000 71603.7 -23344.2
3036000 71578.2 -23429.1
3037000 71486.3 -23448.5
3038000 71407.7 -23540.3
3039000 71441.7 -23565.7
3040000 71516.3 -23419.9
3041000 71533.9 -23480
3042000 71620.7 -23397.7
3043000 71582.2 -23493.3
3044000 71544.2 -23514.6
3045000 71502 -23489.3
3046000 71511 -23433.7
3047000 71478.7 -23562.1
3048000 71666.9 -23374.6
3049000 71564 -23580.4
3050000 71573.2 -23536.9
3051000 71527 -23429.1
3052000 71620 -23390.3
3053000 71502.4 -23508.3
3054000 71500 -23508.3
3055000 71544.8 -23546.6
3056000 71491.2 -23522.5
3057000 71467.6 -23646.6
3058000 71416.3 -23635.7
3059000 71575.1 -23535.2
3060000 71526.5 -23559
3061000 71546.2 -23505.2
3062000 71402 -23543.3
3063000 71411 -23656.2
3064000 71441.8 -23636.3
3065000 71501.9 -23549.8
3066000 71506.9 -23517
3067000 71510.7 -23536.5
3068000 71548.2 -23490.4
3069000 71616.8 -23412.9
3070000 71579.4 -23480.3
3071000 71641.3 -23515.9
3072000 71487.3 -23642.1
3073000 71432.1 -23693.8
3074000 71447.2 -23696.5
3075000 71428.9 -23638.4
3076000 71527.2 -23665.4
3077000 71581.3 -23585.2
3078000 71610.9 -23617.7
3079000 71431.9 -23730.7
3080000 71369.4 -23836
3081000 71313.6 -23887.6
3082000 71252.8 -23945.5
3083000 71233.7 -23854.3
3084000 71425.4 -23787.1
3085000 71509.5 -23711
3086000 71433.6 -23832
3087000 71480.4 -23709.6
3088000 71510.3 -23607.4
3089000 71562.1 -23682.4
3090000 71482.4 -23640.4
3091000 71474.7 -23725.5
3092000 71472.3 -23804.1
3093000 71387.8 -23790.3
3094000 71300 -23890.4
3095000 71284.7 -23855.3
3096000 71262.7 -23858.2
3097000 71341 -23876.9
3098000 71399.9 -23807.5
3099000 71355.7 -23857.5
3100000 71329.3 -23872.5
3101000 71336.9 -23820.7
3102000 71330.3 -23896.6
3103000 71456.5 -23708.7
3104000 71386.1 -23774.6
3105000 71436 -23797.7
3106000 71409.5 -23742
3107000 71533.3 -23504.7
3108000 71375.5 -23640.9
3109000 71214.5 -23763.4
3110000 71377.8 -23649
3111000 71464.5 -23507.9
3112000 71471.8 -23453.3
3113000 71443.5 -23510
3114000 71501.1 -23476.6
3115000 71520.4 -23497.9
3116000 71391.4 -23636.3
3117000 71300.2 -23622.5
3118000 71338.6 -23552.9
3119000 71310 -23715.5
3120000 71286.9 -23724.5
3121000 71249.6 -23690.7
3122000 71287.6 -23720
3123000 71260.2 -23784.4
3124000 71201.3 -23913.8
3125000 71163.5 -23935.3
3126000 71174.9 -23947
3127000 71253.7 -23932.4
3128000 71224.6 -23906.9
3129000 71240.2 -23883.7
3130000 71259.3 -23884.7
3131000 71269.1 -23867.2
3132000 71253.6 -23829.1
3133000 71307.7 -23799.3
3134000 71337.3 -23766.6
3135000 71378.6 -23801.1
3136000 71352.5 -23848.3
3137000 71299.4 -23847.9
3138000 71367.7 -23842.1
3139000 71384 -23791.4
3140000 71368 -23724.1
3141000 71381.2 -23738
3142000 71440.5 -23693.1
3143000 71502.8 -23732.6
3144000 71398.6 -23669.7
3145000 71429.9 -23722.8
3146000 71419.8 -23671.4
3147000 71308.7 -23820.6
3148000 71332.6 -23764.1
3149000 71458.7 -23662.6
3150000 71506.4 -23704.6
3151000 71454.7 -23750.4
3152000 71551.9 -23601.3
3153000 71550.1 -23573.1
3154000 71516.4 -23652.1
3155000 71624.3 -23504.2
3156000 71505.7 -23624.4
3157000 71598 -23578.8
3158000 71509.2 -23550.3
3159000 71465.8 -23628
3160000 71428.8 -23700.9
3161000 71472.6 -23681.6
3162000 71421.1 -23742
3163000 71435.1 -23672.4
3164000 71339.8 -23698.9
3165000 71395.6 -23674.8
3166000 71375.1 -23777.2
3167000 71344.6 -23734.1
3168000 71442.1 -23707.7
3169000 71463.8 -23622.9
3170000 71439 -23670.5
3171000 71396.8 -23767.2
3172000 71385.1 -23726.1
3173000 71321.6 -23782.2
3174000 71315.4 -23784.6
3175000 71438.3 -23750.8
3176000 71350.1 -23774.1
3177000 71459.8 -23674.3
3178000 71450.9 -23763.5
3179000 71324.7 -23811.7
3180000 71393.7 -23878.9
3181000 71481 -23723.8
3182000 71517.2 -23614.2
3183000 71543.4 -23713.8
3184000 71420.4 -23712.4
3185000 71474.3 -23657.2
3186000 71508.9 -23616.7
3187000 71500.7 -23645.8
3188000 71524.8 -23599.6
3189000 71608.3 -23543.6
3190000 71560.2 -23535.2
3191000 71573.1 -23489.8
3192000 71542 -23601.3
3193000 71633.5 -23581.5
3194000 71592.4 -23620.3
3195000 71612.6 -23575.1
3196000 71476.1 -23612.6
3197000 71444.8 -23664.9
3198000 71379.4 -23619.7
3199000 71440.5 -23602.3
3200000 71351 -23785.1
3201000 71381.3 -23670.8
3202000 71260.4 -23780.5
3203000 71285.3 -23828.8
3204000 71423.5 -23746.6
3205000 71330.6 -23856.5
3206000 71365.5 -23763.1
3207000 71370.5 -23737.3
3208000 71417.2 -23687.2
3209000 71449.1 -23693.2
3210000 71394.4 -23801.3
3211000 71291.6 -23870.9
3212000 71366.5 -23856.9
3213000 71309.9 -23903.9
3214000 71299.1 -23859.7
3215000 71442 -23785.2
3216000 71247.2 -23925.7
3217000 71421.9 -23792.1
3218000 71399.6 -23736.7
3219000 71365.6 -23743.2
3220000 71307.4 -23759.4
3221000 71416.7 -23664.8
3222000 71395.5 -23723.6
3223000 71308.9 -23649.7
3224000 71474.8 -23502.2
3225000 71333.9 -23637.4
3226000 71285.1 -23742.8
3227000 71340.3 -23695.1
3228000 71373.3 -23706.5
3229000 71322.2 -23765.1
3230000 71269.5 -23714.8
3231000 71321 -23668.9
3232000 71397.9 -23652.7
3233000 71476.8 -23599.4
3234000 71378.8 -23750.3
3235000 71408.4 -23682.6
3236000 71403.9 -23686.9
3237000 71442.8 -23679.1
3238000 71466.6 -23609.7
3239000 71525.2 -23585.7
3240000 71386.7 -23719.9
3241000 71349.6 -23847.1
3242000 71449.5 -23655.4
3243000 71550.4 -23543.2
3244000 71605.2 -23480.6
3245000 71584 -23608.1
3246000 71594.3 -23534.3
3247000 71611.5 -23490.2
3248000 71550.7 -23497.3
3249000 71385.3 -23690.8
3250000 71384.4 -23764.5
3251000 71404 -23639.3
3252000 71366.3 -23652.8
3253000 71388.7 -23587.6
3254000 71517 -23573.5
3255000 71458.5 -23664.3
3256000 71501.2 -23632.6
3257000 71517 -23537
3258000 71545.2 -23491.9
3259000 71450.8 -23643.9
3260000 71519.8 -23593
3261000 71605.9 -23448
3262000 71671.2 -23460.6
3263000 71679.7 -23338.3
3264000 71661.4 -23433.2
3265000 71683.1 -23416.5
3266000 71726.7 -23310.5
3267000 71719 -23330.6
3268000 71607.7 -23422.9
3269000 71483.6 -23512.2
3270000 71591.7 -23468.7
3271000 71586.6 -23420.8
3272000 71727.4 -23243.8
3273000 71589.3 -23463.2
3274000 71453.9 -23600.1
3275000 71528.1 -23554.4
3276000 71574.1 -23563.9
3277000 71609.8 -23466.7
3278000 71534.8 -23473.7
3279000 71533.8 -23468.7
3280000 71468.3 -23543.5
3281000 71552 -23481.9
3282000 71608.7 -23460.7
3283000 71587.5 -23525.4
3284000 71599.2 -23509.8
3285000 71561 -23572.2
3286000 71586.2 -23473.6
3287000 71416.4 -23669.4
3288000 71535.4 -23605.1
3289000 71564.3 -23501.4
3290000 71614.5 -23411
3291000 71542.3 -23549.2
3292000 71492 -23573.2
3293000 71536.5 -23573.3
3294000 71539.6 -23552.8
3295000 71567.1 -23512.8
3296000 71505.3 -23659.1
3297000 71570.3 -23716
3298000 71680.2 -23590.1
3299000 71523.4 -23631
3300000 71558.8 -23597.5
3301000 71508.5 -23588.5
3302000 71476.9 -23581.4
3303000 71483.2 -23632.5
3304000 71449 -23656.1
3305000 71384.3 -23730.1
3306000 71479.3 -23710.5
3307000 71550.4 -23574.3
3308000 71500.2 -23656.1
3309000 71544.5 -23688.4
3310000 71540 -23678
3311000 71599.4 -23615.4
3312000 71527.1 -23776.1
3313000 71394.8 -23842.1
3314000 71411.8 -23782.9
3315000 71461.4 -23641.2
3316000 71435.7 -23585.7
3317000 71489.5 -23567.4
3318000 71476.2 -23475.4
3319000 71488.2 -23585.3
3320000 71497.3 -23671.1
3321000 71505.5 -23686.3
3322000 71450.9 -23670.2
3323000 71374.7 -23625.5
3324000 71351.4 -23732.8
3325000 71412.1 -23669.5
3326000 71433.8 -23638.2
3327000 71444 -23579.5
3328000 71427.6 -23566.8
3329000 71441.2 -23584.9
3330000 71547 -23547.4
3331000 71442.5 -23594.1
3332000 71525.6 -23598.9
3333000 71436.9 -23604.4
3334000 71420.6 -23622.9
3335000 71388.6 -23700.2
3336000 71395.4 -23610.1
3337000 71415.2 -23582.5
3338000 71488.1 -23449.5
3339000 71525.2 -23544.2
3340000 71470.4 -23564.8
3341000 71486.8 -23580.9
3342000 71412.2 -23533.2
3343000 71520.8 -23487.5
3344000 71563.5 -23443
3345000 71608.2 -23338.1
3346000 71544.7 -23450.1
3347000 71585.9 -23413.2
3348000 71532.9 -23498.7
3349000 71528.5 -23536.4
3350000 71473.5 -23645.6
3351000 71406.9 -23663.6
3352000 71481 -23523.1
3353000 71459.8 -23526.8
3354000 71474.3 -23602.5
3355000 71620.5 -23528.3
3356000 71615.7 -23512
3357000 71600.4 -23613.5
3358000 71487.3 -23751.9
3359000 71476 -23679.8
3360000 71438.8 -23744.2
3361000 71416.1 -23779.3
3362000 71478.4 -23678.3
3363000 71430.8 -23710.7
3364000 71509.5 -23602.1
3365000 71353.1 -23785
3366000 71383.5 -23701.3
3367000 71485.6 -23746.7
3368000 71376.8 -23822.4
3369000 71465.8 -23666.2
3370000 71504.3 -23557.4
3371000 71299.4 -23762.4
3372000 71349.1 -23680.8
3373000 71322.2 -23685.8
3374000 71347.1 -23715.4
3375000 71310 -23723.5
3376000 71286.6 -23742.5
3377000 71349.4 -23678.5
3378000 71397.8 -23546.2
3379000 71387.1 -23619.2
3380000 71406.9 -23678.9
3381000 71375.8 -23649.9
3382000 71412.5 -23671.3
3383000 71401.9 -23633.8
3384000 71295.8 -23706.1
3385000 71281.3 -23720.6
3386000 71253.5 -23646.5
3387000 71271.2 -23608.1
3388000 71337.3 -23577
3389000 71400 -23557.3
3390000 71371.1 -23653.3
3391000 71408.7 -23657.6
3392000 71332.8 -23716.2
3393000 71446.7 -23529
3394000 71415 -23564.6
3395000 71443.5 -23592.5
3396000 71527.1 -23551.5
3397000 71617 -23476.8
3398000 71661.2 -23407
3399000 71512.9 -23554.6
3400000 71575.7 -23522.3
3401000 71578.3 -23556
3402000 71509.3 -23605.4
3403000 71453.9 -23715.2
3404000 71322.1 -23818.8
3405000 71346.4 -23795.4
3406000 71376.6 -23679.6
3407000 71452.8 -23616.7
3408000 71393.5 -23681.1
3409000 71471 -23613.6
3410000 71453 -23511.6
3411000 71490.3 -23474.5
3412000 71374.9 -23538.3
3413000 71419.5 -23567
3414000 71429.2 -23463.1
3415000 71482.6 -23356.3
3416000 71519.6 -23381
3417000 71389.7 -23545
3418000 71310.4 -23654.9
3419000 71422.4 -23508.8
3420000 71317.7 -23574.9
3421000 71329.9 -23604.9
3422000 71461.8 -23444.8
3423000 71560.4 -23522
3424000 71545.7 -23409
3425000 71516.2 -23624.2
3426000 71546.1 -23552.4
3427000 71587.9 -23544
3428000 71564.8 -23573.3
3429000 71597.7 -23564.4
3430000 71603.9 -23584.2
3431000 71652.4 -23568.9
3432000 71611.3 -23582.2
3433000 71623.2 -23599.5
3434000 71624.1 -23590
3435000 71535.3 -23647.7
3436000 71563.6 -23631.4
3437000 71374.3 -23805.1
3438000 71398 -23810.4
3439000 71308.1 -23819.4
3440000 71321.1 -23819.4
3441000 71312.1 -23834.8
3442000 71333.4 -23846.4
3443000 71225.5 -23925.5
3444000 71327.9 -23868
3445000 71375.8 -23833.1
3446000 71380 -23826.6
3447000 71463.5 -23675.8
3448000 71473.3 -23644.8
3449000 71384.1 -23774.6
3450000 71417.3 -23692
3451000 71490.7 -23777.8
3452000 71329.5 -23955.5
3453000 71384.8 -23855.1
3454000 71322.5 -23845.6
3455000 71275.1 -23798.4
3456000 71287.1 -23802
3457000 71434.8 -23739.9
3458000 71396 -23686.5
3459000 71562.5 -23607.5
3460000 71570.8 -23541.7
3461000 71515.1 -23506.2
3462000 71484.8 -23547.4
3463000 71443.3 -23655.6
3464000 71324.7 -23714.6
3465000 71367.6 -23753
3466000 71442.3 -23669.2
3467000 71466.3 -23619.8
3468000 71496.4 -23673.8
3469000 71455.3 -23694.7
3470000 71498.1 -23658.5
3471000 71504.6 -23597.1
3472000 71488 -23634.6
3473000 71522.7 -23634.5
3474000 71548.7 -23695
3475000 71585.2 -23586.1
3476000 71583.8 -23562
3477000 71529.6 -23563.2
3478000 71442 -23631.5
3479000 71414.6 -23661.2
3480000 71451 -23644.4
3481000 71470.9 -23649.1
3482000 71396.5 -23664.7
3483000 71501.1 -23602.4
3484000 71538 -23488.8
3485000 71578.9 -23536.9
3486000 71505.6 -23535.9
3487000 71398.3 -23540.3
3488000 71472.7 -23636.1
3489000 71465 -23585.1
3490000 71558.9 -23404.2
3491000 71633.7 -23443.3
3492000 71703.2 -23395.6
3493000 71669.1 -23467.1
3494000 71600.4 -23513.1
3495000 71527 -23603.2
3496000 71463.3 -23619
3497000 71427.9 -23665.2
3498000 71362.7 -23555.9
3499000 71430.2 -23608.6
3500000 71488.2 -23564
3501000 71545.3 -23501.2
3502000 71507.4 -23560
3503000 71389.1 -23724.4
3504000 71262.6 -23781.9
3505000 71309.1 -23756
3506000 71410.8 -23682.8
3507000 71364.2 -23643.8
3508000 71441.9 -23675.1
3509000 71483.4 -23605.4
3510000 71584.3 -23535.8
3511000 71663.9 -23513
3512000 71651.6 -23523.1
3513000 71590.7 -23493.3
3514000 71619.9 -23433.7
3515000 71597.1 -23509.9
3516000 71590.7 -23591.1
3517000 71452 -23613.9
3518000 71522.8 -23693.6
3519000 71526.2 -23551
3520000 71491.3 -23665.3
3521000 71565.9 -23613.5
3522000 71607.4 -23556.9
3523000 71493 -23628.9
3524000 71494.9 -23670.2
3525000 71453.8 -23643.1
3526000 71511.4 -23646.9
3527000 71572.1 -23550.3
3528000 71544.7 -23595.4
3529000 71528.1 -23581
3530000 71597.9 -23573.2
3531000 71550.1 -23550.8
3532000 71638.7 -23495.5
3533000 71546.7 -23476.9
3534000 71662.7 -23559.8
3535000 71525.8 -23436.2
3536000 71641.6 -23476.7
3537000 71598.7 -23523.5
3538000 71635.6 -23423.8
3539000 71688.7 -23404.5
3540000 71622.7 -23611.9
3541000 71563.3 -23630
3542000 71574.6 -23677
3543000 71548.7 -23665.7
3544000 71563.3 -23719.8
3545000 71614.4 -23615.7
3546000 71522.3 -23710.9
3547000 71450.6 -23776.1
3548000 71421.8 -23861.3
3549000 71335.8 -23836.4
3550000 71255.5 -23812.4
3551000 71271.9 -23862.7
3552000 71167.7 -24012.7
3553000 71299.6 -23824.5
3554000 71407.6 -23791
3555000 71478 -23689.1
3556000 71597.7 -23559.8
3557000 71643.7 -23511.1
3558000 71473.3 -23637.5
3559000 71435.9 -23680.2
3560000 71382.9 -23666.1
3561000 71402.2 -23835.2
3562000 71371 -23837.4
3563000 71403.7 -23775.5
3564000 71438.7 -23843.1
3565000 71435.3 -23842.8
3566000 71355.9 -23931.9
3567000 71226.5 -24118.3
3568000 71281.2 -24059.6
3569000 71188.8 -24112.8
3570000 71232.2 -24215.8
3571000 71150.3 -24199.6
3572000 71242.7 -24072.8
3573000 71224.2 -24124.7
3574000 71244.6 -23909.8
3575000 71279.1 -23996.3
3576000 71307.7 -23888.9
3577000 71291.3 -23896.8
3578000 71301.3 -23927.9
3579000 71307.3 -23896
3580000 71211.2 -23927.8
3581000 71210.7 -23910.7
3582000 71266.7 -23910.6
3583000 71325.6 -23900.7
3584000 71282 -23848.7
3585000 71361 -24063.4
3586000 71222.7 -24029
3587000 71184.8 -24040.9
3588000 71188.2 -24116.5
3589000 71158.8 -24100.9
3590000 71297.8 -23951.9
3591000 71271.5 -23967.6
3592000 71214.5 -23978.7
3593000 71122.1 -24135.9
3594000 71091.5 -24076.5
3595000 71194.7 -24084.1
3596000 71187.8 -24069.5
3597000 71215.1 -24018.2
3598000 71170.4 -24020.3
3599000 71169.6 -24071.2
3600000 71187.3 -23984
3601000 71260 -24006.2
3602000 71226.8 -23982.2
3603000 71243.6 -24037.5
3604000 71176.9 -24046.7
3605000 71197.9 -24061.2
3606000 71224.6 -23971.5
3607000 71246.5 -23858.7
3608000 71245.1 -23857.5
3609000 71292.5 -23837.2
3610000 71245.5 -23893
3611000 71295.3 -23813.2
3612000 71269.6 -23876
3613000 71212 -23926.4
3614000 71288.7 -23907.6
3615000 71277.7 -23768.2
3616000 71253.6 -23865.5
3617000 71124.5 -24044
3618000 70984.5 -24160.8
3619000 71077.2 -24062.6
3620000 71081 -24123.7
3621000 71103.7 -24098
3622000 71009.4 -24150.6
3623000 71105.9 -24040.5
3624000 71158.6 -24051.1
3625000 71162.5 -23975.6
3626000 71221.2 -24016.6
3627000 71201.8 -24001.8
3628000 71232.9 -23923.1
3629000 71293.1 -23874.2
3630000 71324.1 -23843.1
3631000 71286.6 -23898.4
3632000 71235.5 -23892.4
3633000 71270.7 -23872.3
3634000 71147.6 -24008
3635000 71348.5 -23769.4
3636000 71386.8 -23821.6
3637000 71494.5 -23700.4
3638000 71390 -23694.3
3639000 71389.7 -23693.3
3640000 71408.3 -23647.9
3641000 71417.2 -23694.3
3642000 71470.4 -23675.2
3643000 71492.8 -23660.3
3644000 71567.9 -23582.4
3645000 71601.7 -23439.8
3646000 71580.5 -23505.3
3647000 71569 -23586
3648000 71604 -23503
3649000 71590.3 -23475.8
3650000 71532.3 -23524.7
3651000 71569.9 -23545.8
3652000 71548.9 -23495.2
3653000 71532.3 -23569.6
3654000 71431.1 -23632
3655000 71455.9 -23676.1
3656000 71337.3 -23720.7
3657000 71461.5 -23702.8
3658000 71430.6 -23636.1
3659000 71507.8 -23598.7
3660000 71505.9 -23639.5
3661000 71555.9 -23567.3
3662000 71480.3 -23608.3
3663000 71456.6 -23604.3
3664000 71510.8 -23462.8
3665000 71530.2 -23494
3666000 71483.7 -23548.7
3667000 71512.8 -23576.6
3668000 71520.9 -23606.1
3669000 71605.5 -23553.5
3670000 71549.8 -23429.7
3671000 71538.2 -23515.3
3672000 71526.8 -23466.1
3673000 71565.2 -23514.9
3674000 71459.4 -23645.4
3675000 71432.7 -23698.6
3676000 71433.3 -23780.1
3677000 71478.4 -23640.5
3678000 71456.9 -23579.8
3679000 71461.1 -23607.2
3680000 71493 -23560.1
3681000 71525.3 -23441.9
3682000 71454.7 -23567.2
3683000 71530.7 -23582.5
3684000 71586.9 -23372.7
3685000 71507.1 -23510.9
3686000 71527.5 -23455.4
3687000 71521.3 -23429.8
3688000 71525.6 -23600.7
3689000 71428.7 -23454.9
3690000 71425.6 -23552
3691000 71469.9 -23541.5
3692000 71494.7 -23545.3
3693000 71494.8 -23537.4
3694000 71543.2 -23501.2
3695000 71560.2 -23519.2
3696000 71519.7 -23480.5
3697000 71504.7 -23459.8
3698000 71497.2 -23584.1
3699000 71457.1 -23537.7
3700000 71512.6 -23519
3701000 71509.6 -23530.7
3702000 71568.4 -23560.4
3703000 71563.9 -23578
3704000 71576.8 -23630.1
3705000 71487.1 -23587.4
3706000 71484.7 -23599.7
3707000 71436.9 -23668
3708000 71482.5 -23612.3
3709000 71450 -23588.6
3710000 71407.9 -23710.9
3711000 71367.2 -23743
3712000 71464 -23737.6
3713000 71401.6 -23734.6
3714000 71388 -23794.7
3715000 71453.1 -23659.2
3716000 71401 -23752.1
3717000 71488.3 -23546.4
3718000 71499.1 -23585.6
3719000 71395.4 -23668
3720000 71484.5 -23562.9
3721000 71424.5 -23624.3
3722000 71442.5 -23710.1
3723000 71423.1 -23695.5
3724000 71430 -23593.6
3725000 71427.9 -23626
3726000 71296.5 -23659.5
3727000 71196.3 -23676.6
3728000 71225.2 -23763.1
3729000 71237.7 -23824.8
3730000 71263 -23814.7
3731000 71269.6 -23842.7
3732000 71364.2 -23815.2
3733000 71415.5 -23758.8
3734000 71469.2 -23656.3
3735000 71440.3 -23651.6
3736000 71372.3 -23660.5
3737000 71452.6 -23650.1
3738000 71430.7 -23578
3739000 71442.2 -23669.7
3740000 71438.2 -23689.7
3741000 71543.8 -23623
3742000 71554.4 -23643.1
3743000 71530 -23710.6
3744000 71415.2 -23744.8
3745000 71402.3 -23631.6
3746000 71328.6 -23735.6
3747000 71444.4 -23716.2
3748000 71436.1 -23661.3
3749000 71410.7 -23585.4
3750000 71519 -23629.8
3751000 71480 -23629.3
3752000 71402.7 -23734.5
3753000 71367.5 -23635.7
3754000 71385.2 -23756.3
3755000 71342.1 -23792.7
3756000 71389.4 -23803.9
3757000 71430.3 -23685.4
3758000 71420.8 -23779.1
3759000 71425.7 -23690.9
3760000 71362.5 -23743.5
3761000 71449.1 -23800.9
3762000 71444.7 -23816.8
3763000 71360.8 -23842.8
3764000 71432 -23831
3765000 71417.2 -23860
3766000 71418.6 -23820
3767000 71434 -23788.9
3768000 71476.3 -23705.1
3769000 71443.8 -23815.1
3770000 71445.8 -23787.7
3771000 71417.2 -23885.5
3772000 71335.8 -23834.6
3773000 71362.7 -23841.3
3774000 71430.5 -23819.7
3775000 71360.6 -23845.7
3776000 71398.9 -23839.7
3777000 71399.9 -23875.9
3778000 71395.4 -23754.9
3779000 71450.5 -23692.2
3780000 71491 -23662.4
3781000 71403.9 -23779.2
3782000 71506.6 -23816.1
3783000 71422.2 -23743
3784000 71509.9 -23746.9
3785000 71547.2 -23700.6
3786000 71658.1 -23606.4
3787000 71668.6 -23613.8
3788000 71586 -23611
3789000 71587.1 -23707.2
3790000 71555.2 -23719.1
3791000 71485.8 -23721.6
3792000 71373.5 -23776.5
3793000 71458.2 -23811.9
3794000 71461.1 -23740.6
3795000 71490.4 -23735.5
3796000 71495.2 -23711.1
3797000 71500 -23786.7
3798000 71386.5 -23853.2
3799000 71392.1 -23839.2
3800000 71346 -23824.1
3801000 71217.7 -23893.1
3802000 71338.9 -23816.8
3803000 71326.2 -23798.2
3804000 71410.3 -23787
3805000 71292.4 -23877.1
3806000 71269.9 -23906.1
3807000 71259.6 -23970
3808000 71216.6 -23934.8
3809000 71268.9 -23807.2
3810000 71272.3 -23883.7
3811000 71308.4 -23981.9
3812000 71333.1 -23908.5
3813000 71326 -24007
3814000 71247.7 -24048.4
3815000 71298.4 -23994.4
3816000 71268.6 -24032.9
3817000 71290 -23927.3
3818000 71245.9 -23989.5
3819000 71316 -23894.8
3820000 71167.8 -24038.6
3821000 71212.4 -24017.7
3822000 71243.2 -24089.7
3823000 71158.2 -24048.8
3824000 71124.1 -23974.8
3825000 71231.2 -23854.3
3826000 71242.3 -23918.2
3827000 71219 -23957.4
3828000 71260.7 -23882.3
3829000 71226.3 -23935.6
3830000 71172.4 -24020.7
3831000 71153.9 -24047.8
3832000 71230.6 -23929.3
3833000 71229.4 -23971.2
3834000 71116.4 -23966.3
3835000 71190.3 -23979.8
3836000 71160.3 -24000.2
3837000 71136.7 -23996.8
3838000 71209 -23878.1
3839000 71302 -23859.2
3840000 71332.6 -23848.8
3841000 71242.9 -23870.2
3842000 71245.4 -23835.2
3843000 71260.2 -23875.5
3844000 71270 -23835.1
3845000 71190.2 -23928.3
3846000 71199.7 -23929.2
3847000 71211.6 -23951.2
3848000 71193.4 -23919.7
3849000 71168.5 -23919.5
3850000 71238.5 -24005.7
3851000 71263.6 -23988
3852000 71192.2 -24113.6
3853000 71054.4 -24174.9
3854000 71157.6 -24146.7
3855000 71263.5 -23964.9
3856000 71390.5 -23964.5
3857000 71323.4 -23889.7
3858000 71245.4 -24037.3
3859000 71168.9 -24089.4
3860000 71183.7 -24115
3861000 71249.5 -24034.1
3862000 71289.1 -24133.1
3863000 71169.7 -24089.1
3864000 71206.7 -24209.1
3865000 71318.2 -24102.1
3866000 71355.4 -24069.8
3867000 71360.3 -23964.3
3868000 71494 -23844.6
3869000 71388.7 -23986.7
